Unspecified injury of left renal vein  subsequent encounter,S35405D,
Strain of muscle  fascia and tendon of long head of biceps  right arm  initial encounter,S46111A,
Strain of muscle  fascia and tendon of long head of biceps  right arm  subsequent encounter,S46111D,
Strain of muscle  fascia and tendon of long head of biceps  right arm  sequela,S46111S,
Strain of muscle  fascia and tendon of long head of biceps  left arm  initial encounter,S46112A,
Strain of muscle  fascia and tendon of long head of biceps  left arm  subsequent encounter,S46112D,
Strain of muscle  fascia and tendon of long head of biceps  left arm  sequela,S46112S,
Strain of muscle  fascia and tendon of long head of biceps  unspecified arm  initial encounter,S46119A,
Strain of muscle  fascia and tendon of long head of biceps  unspecified arm  subsequent encounter,S46119D,
Strain of muscle  fascia and tendon of long head of biceps  unspecified arm  sequela,S46119S,
Laceration of muscle  fascia and tendon of long head of biceps  right arm  initial encounter,S46121A,
Laceration of muscle  fascia and tendon of long head of biceps  right arm  subsequent encounter,S46121D,
Laceration of muscle  fascia and tendon of long head of biceps  right arm  sequela,S46121S,
Laceration of muscle  fascia and tendon of long head of biceps  left arm  initial encounter,S46122A,
Laceration of muscle  fascia and tendon of long head of biceps  left arm  subsequent encounter,S46122D,
Laceration of muscle  fascia and tendon of long head of biceps  left arm  sequela,S46122S,
Laceration of muscle  fascia and tendon of long head of biceps  unspecified arm  initial encounter,S46129A,
Laceration of muscle  fascia and tendon of long head of biceps  unspecified arm  subsequent encounter,S46129D,
Laceration of muscle  fascia and tendon of long head of biceps  unspecified arm  sequela,S46129S,
Other injury of muscle  fascia and tendon of long head of biceps  right arm  initial encounter,S46191A,
Other injury of muscle  fascia and tendon of long head of biceps  right arm  subsequent encounter,S46191D,
Other injury of muscle  fascia and tendon of long head of biceps  right arm  sequela,S46191S,
Other injury of muscle  fascia and tendon of long head of biceps  left arm  initial encounter,S46192A,
Other injury of muscle  fascia and tendon of long head of biceps  left arm  subsequent encounter,S46192D,
Other injury of muscle  fascia and tendon of long head of biceps  left arm  sequela,S46192S,
Other injury of muscle  fascia and tendon of long head of biceps  unspecified arm  initial encounter,S46199A,
Other injury of muscle  fascia and tendon of long head of biceps  unspecified arm  subsequent encounter,S46199D,
Other injury of muscle  fascia and tendon of long head of biceps  unspecified arm  sequela,S46199S,
Unspecified injury of muscle  fascia and tendon of other parts of biceps  right arm  initial encounter,S46201A,
Unspecified injury of muscle  fascia and tendon of other parts of biceps  right arm  subsequent encounter,S46201D,
Unspecified injury of muscle  fascia and tendon of other parts of biceps  right arm  sequela,S46201S,
Unspecified injury of muscle  fascia and tendon of other parts of biceps  left arm  initial encounter,S46202A,
Unspecified injury of muscle  fascia and tendon of other parts of biceps  left arm  subsequent encounter,S46202D,
Unspecified injury of muscle  fascia and tendon of other parts of biceps  left arm  sequela,S46202S,
Unspecified injury of muscle  fascia and tendon of other parts of biceps  unspecified arm  initial encounter,S46209A,
Unspecified injury of muscle  fascia and tendon of other parts of biceps  unspecified arm  subsequent encounter,S46209D,
Unspecified injury of muscle  fascia and tendon of other parts of biceps  unspecified arm  sequela,S46209S,
Strain of muscle  fascia and tendon of other parts of biceps  right arm  initial encounter,S46211A,
Strain of muscle  fascia and tendon of other parts of biceps  right arm  subsequent encounter,S46211D,
Strain of muscle  fascia and tendon of other parts of biceps  right arm  sequela,S46211S,
Strain of muscle  fascia and tendon of other parts of biceps  left arm  initial encounter,S46212A,
Strain of muscle  fascia and tendon of other parts of biceps  left arm  subsequent encounter,S46212D,
Strain of muscle  fascia and tendon of other parts of biceps  left arm  sequela,S46212S,
Strain of muscle  fascia and tendon of other parts of biceps  unspecified arm  initial encounter,S46219A,
Strain of muscle  fascia and tendon of other parts of biceps  unspecified arm  subsequent encounter,S46219D,
Strain of muscle  fascia and tendon of other parts of biceps  unspecified arm  sequela,S46219S,
Laceration of muscle  fascia and tendon of other parts of biceps  right arm  initial encounter,S46221A,
Laceration of muscle  fascia and tendon of other parts of biceps  right arm  subsequent encounter,S46221D,
Laceration of muscle  fascia and tendon of other parts of biceps  right arm  sequela,S46221S,
Laceration of muscle  fascia and tendon of other parts of biceps  left arm  initial encounter,S46222A,
Laceration of muscle  fascia and tendon of other parts of biceps  left arm  subsequent encounter,S46222D,
Laceration of muscle  fascia and tendon of other parts of biceps  left arm  sequela,S46222S,
Laceration of muscle  fascia and tendon of other parts of biceps  unspecified arm  initial encounter,S46229A,
Laceration of muscle  fascia and tendon of other parts of biceps  unspecified arm  subsequent encounter,S46229D,
Laceration of muscle  fascia and tendon of other parts of biceps  unspecified arm  sequela,S46229S,
Other injury of muscle  fascia and tendon of other parts of biceps  right arm  initial encounter,S46291A,
Other injury of muscle  fascia and tendon of other parts of biceps  right arm  subsequent encounter,S46291D,
Other injury of muscle  fascia and tendon of other parts of biceps  right arm  sequela,S46291S,
Other injury of muscle  fascia and tendon of other parts of biceps  left arm  initial encounter,S46292A,
Other injury of muscle  fascia and tendon of other parts of biceps  left arm  subsequent encounter,S46292D,
Other injury of muscle  fascia and tendon of other parts of biceps  left arm  sequela,S46292S,
Other injury of muscle  fascia and tendon of other parts of biceps  unspecified arm  initial encounter,S46299A,
Other injury of muscle  fascia and tendon of other parts of biceps  unspecified arm  subsequent encounter,S46299D,
Other injury of muscle  fascia and tendon of other parts of biceps  unspecified arm  sequela,S46299S,
Unspecified injury of muscle  fascia and tendon of triceps  right arm  initial encounter,S46301A,
Unspecified injury of muscle  fascia and tendon of triceps  right arm  subsequent encounter,S46301D,
Unspecified injury of muscle  fascia and tendon of triceps  right arm  sequela,S46301S,
Unspecified injury of muscle  fascia and tendon of triceps  left arm  initial encounter,S46302A,
Unspecified injury of muscle  fascia and tendon of triceps  left arm  subsequent encounter,S46302D,
Unspecified injury of muscle  fascia and tendon of triceps  left arm  sequela,S46302S,
Unspecified injury of muscle  fascia and tendon of triceps  unspecified arm  initial encounter,S46309A,
Unspecified injury of muscle  fascia and tendon of triceps  unspecified arm  subsequent encounter,S46309D,
Unspecified injury of muscle  fascia and tendon of triceps  unspecified arm  sequela,S46309S,
Strain of muscle  fascia and tendon of triceps  right arm  initial encounter,S46311A,
Strain of muscle  fascia and tendon of triceps  right arm  subsequent encounter,S46311D,
Strain of muscle  fascia and tendon of triceps  right arm  sequela,S46311S,
Strain of muscle  fascia and tendon of triceps  left arm  initial encounter,S46312A,
Strain of muscle  fascia and tendon of triceps  left arm  subsequent encounter,S46312D,
Strain of muscle  fascia and tendon of triceps  left arm  sequela,S46312S,
Strain of muscle  fascia and tendon of triceps  unspecified arm  initial encounter,S46319A,
Strain of muscle  fascia and tendon of triceps  unspecified arm  subsequent encounter,S46319D,
Strain of muscle  fascia and tendon of triceps  unspecified arm  sequela,S46319S,
Laceration of muscle  fascia and tendon of triceps  right arm  initial encounter,S46321A,
Laceration of muscle  fascia and tendon of triceps  right arm  subsequent encounter,S46321D,
Laceration of muscle  fascia and tendon of triceps  right arm  sequela,S46321S,
Laceration of muscle  fascia and tendon of triceps  left arm  initial encounter,S46322A,
Laceration of muscle  fascia and tendon of triceps  left arm  subsequent encounter,S46322D,
Laceration of muscle  fascia and tendon of triceps  left arm  sequela,S46322S,
Laceration of muscle  fascia and tendon of triceps  unspecified arm  initial encounter,S46329A,
Laceration of muscle  fascia and tendon of triceps  unspecified arm  subsequent encounter,S46329D,
Laceration of muscle  fascia and tendon of triceps  unspecified arm  sequela,S46329S,
Other injury of muscle  fascia and tendon of triceps  right arm  initial encounter,S46391A,
Other injury of muscle  fascia and tendon of triceps  right arm  subsequent encounter,S46391D,
Other injury of muscle  fascia and tendon of triceps  right arm  sequela,S46391S,
Other injury of muscle  fascia and tendon of triceps  left arm  initial encounter,S46392A,
Other injury of muscle  fascia and tendon of triceps  left arm  subsequent encounter,S46392D,
Other injury of muscle  fascia and tendon of triceps  left arm  sequela,S46392S,
Other injury of muscle  fascia and tendon of triceps  unspecified arm  initial encounter,S46399A,
Other injury of muscle  fascia and tendon of triceps  unspecified arm  subsequent encounter,S46399D,
Other injury of muscle  fascia and tendon of triceps  unspecified arm  sequela,S46399S,
Unspecified injury of other muscles  fascia and tendons at shoulder and upper arm level  right arm  initial encounter,S46801A,
Unspecified injury of other muscles  fascia and tendons at shoulder and upper arm level  right arm  subsequent encounter,S46801D,
Unspecified injury of other muscles  fascia and tendons at shoulder and upper arm level  right arm  sequela,S46801S,
Unspecified injury of other muscles  fascia and tendons at shoulder and upper arm level  left arm  initial encounter,S46802A,
Unspecified injury of other muscles  fascia and tendons at shoulder and upper arm level  left arm  subsequent encounter,S46802D,
Unspecified injury of other muscles  fascia and tendons at shoulder and upper arm level  left arm  sequela,S46802S,
Unspecified injury of other muscles  fascia and tendons at shoulder and upper arm level  unspecified arm  initial encounter,S46809A,
Unspecified injury of other muscles  fascia and tendons at shoulder and upper arm level  unspecified arm  subsequent encounter,S46809D,
Unspecified injury of other muscles  fascia and tendons at shoulder and upper arm level  unspecified arm  sequela,S46809S,
Strain of other muscles  fascia and tendons at shoulder and upper arm level  right arm  initial encounter,S46811A,
Strain of other muscles  fascia and tendons at shoulder and upper arm level  right arm  subsequent encounter,S46811D,
Strain of other muscles  fascia and tendons at shoulder and upper arm level  right arm  sequela,S46811S,
Strain of other muscles  fascia and tendons at shoulder and upper arm level  left arm  initial encounter,S46812A,
Strain of other muscles  fascia and tendons at shoulder and upper arm level  left arm  subsequent encounter,S46812D,
Strain of other muscles  fascia and tendons at shoulder and upper arm level  left arm  sequela,S46812S,
Strain of other muscles  fascia and tendons at shoulder and upper arm level  unspecified arm  initial encounter,S46819A,
Strain of other muscles  fascia and tendons at shoulder and upper arm level  unspecified arm  subsequent encounter,S46819D,
Strain of other muscles  fascia and tendons at shoulder and upper arm level  unspecified arm  sequela,S46819S,
Laceration of other muscles  fascia and tendons at shoulder and upper arm level  right arm  initial encounter,S46821A,
Laceration of other muscles  fascia and tendons at shoulder and upper arm level  right arm  subsequent encounter,S46821D,
Laceration of other muscles  fascia and tendons at shoulder and upper arm level  right arm  sequela,S46821S,
Laceration of other muscles  fascia and tendons at shoulder and upper arm level  left arm  initial encounter,S46822A,
Laceration of other muscles  fascia and tendons at shoulder and upper arm level  left arm  subsequent encounter,S46822D,
Laceration of other muscles  fascia and tendons at shoulder and upper arm level  left arm  sequela,S46822S,
Laceration of other muscles  fascia and tendons at shoulder and upper arm level  unspecified arm  initial encounter,S46829A,
Laceration of other muscles  fascia and tendons at shoulder and upper arm level  unspecified arm  subsequent encounter,S46829D,
Laceration of other muscles  fascia and tendons at shoulder and upper arm level  unspecified arm  sequela,S46829S,
Other injury of other muscles  fascia and tendons at shoulder and upper arm level  right arm  initial encounter,S46891A,
Other injury of other muscles  fascia and tendons at shoulder and upper arm level  right arm  subsequent encounter,S46891D,
Other injury of other muscles  fascia and tendons at shoulder and upper arm level  right arm  sequela,S46891S,
Other injury of other muscles  fascia and tendons at shoulder and upper arm level  left arm  initial encounter,S46892A,
Other injury of other muscles  fascia and tendons at shoulder and upper arm level  left arm  subsequent encounter,S46892D,
Other injury of other muscles  fascia and tendons at shoulder and upper arm level  left arm  sequela,S46892S,
Other injury of other muscles  fascia and tendons at shoulder and upper arm level  unspecified arm  initial encounter,S46899A,
Other injury of other muscles  fascia and tendons at shoulder and upper arm level  unspecified arm  subsequent encounter,S46899D,
Other injury of other muscles  fascia and tendons at shoulder and upper arm level  unspecified arm  sequela,S46899S,
Unspecified injury of unspecified muscle  fascia and tendon at shoulder and upper arm level  right arm  initial encounter,S46901A,
Unspecified injury of unspecified muscle  fascia and tendon at shoulder and upper arm level  right arm  subsequent encounter,S46901D,
Unspecified injury of unspecified muscle  fascia and tendon at shoulder and upper arm level  right arm  sequela,S46901S,
Unspecified injury of unspecified muscle  fascia and tendon at shoulder and upper arm level  left arm  initial encounter,S46902A,
Unspecified injury of unspecified muscle  fascia and tendon at shoulder and upper arm level  left arm  subsequent encounter,S46902D,
Unspecified injury of unspecified muscle  fascia and tendon at shoulder and upper arm level  left arm  sequela,S46902S,
Unspecified injury of unspecified muscle  fascia and tendon at shoulder and upper arm level  unspecified arm  initial encounter,S46909A,
Unspecified injury of unspecified muscle  fascia and tendon at shoulder and upper arm level  unspecified arm  subsequent encounter,S46909D,
Unspecified injury of unspecified muscle  fascia and tendon at shoulder and upper arm level  unspecified arm  sequela,S46909S,
Strain of unspecified muscle  fascia and tendon at shoulder and upper arm level  right arm  initial encounter,S46911A,
Strain of unspecified muscle  fascia and tendon at shoulder and upper arm level  right arm  subsequent encounter,S46911D,
Strain of unspecified muscle  fascia and tendon at shoulder and upper arm level  right arm  sequela,S46911S,
Strain of unspecified muscle  fascia and tendon at shoulder and upper arm level  left arm  initial encounter,S46912A,
Strain of unspecified muscle  fascia and tendon at shoulder and upper arm level  left arm  subsequent encounter,S46912D,
Strain of unspecified muscle  fascia and tendon at shoulder and upper arm level  left arm  sequela,S46912S,
Strain of unspecified muscle  fascia and tendon at shoulder and upper arm level  unspecified arm  initial encounter,S46919A,
Strain of unspecified muscle  fascia and tendon at shoulder and upper arm level  unspecified arm  subsequent encounter,S46919D,
Strain of unspecified muscle  fascia and tendon at shoulder and upper arm level  unspecified arm  sequela,S46919S,
Laceration of unspecified muscle  fascia and tendon at shoulder and upper arm level  right arm  initial encounter,S46921A,
Laceration of unspecified muscle  fascia and tendon at shoulder and upper arm level  right arm  subsequent encounter,S46921D,
Laceration of unspecified muscle  fascia and tendon at shoulder and upper arm level  right arm  sequela,S46921S,
Laceration of unspecified muscle  fascia and tendon at shoulder and upper arm level  left arm  initial encounter,S46922A,
Laceration of unspecified muscle  fascia and tendon at shoulder and upper arm level  left arm  subsequent encounter,S46922D,
Laceration of unspecified muscle  fascia and tendon at shoulder and upper arm level  left arm  sequela,S46922S,
Laceration of unspecified muscle  fascia and tendon at shoulder and upper arm level  unspecified arm  initial encounter,S46929A,
Laceration of unspecified muscle  fascia and tendon at shoulder and upper arm level  unspecified arm  subsequent encounter,S46929D,
Laceration of unspecified muscle  fascia and tendon at shoulder and upper arm level  unspecified arm  sequela,S46929S,
Other injury of unspecified muscle  fascia and tendon at shoulder and upper arm level  right arm  initial encounter,S46991A,
Other injury of unspecified muscle  fascia and tendon at shoulder and upper arm level  right arm  subsequent encounter,S46991D,
Other injury of unspecified muscle  fascia and tendon at shoulder and upper arm level  right arm  sequela,S46991S,
Other injury of unspecified muscle  fascia and tendon at shoulder and upper arm level  left arm  initial encounter,S46992A,
Other injury of unspecified muscle  fascia and tendon at shoulder and upper arm level  left arm  subsequent encounter,S46992D,
Other injury of unspecified muscle  fascia and tendon at shoulder and upper arm level  left arm  sequela,S46992S,
Other injury of unspecified muscle  fascia and tendon at shoulder and upper arm level  unspecified arm  initial encounter,S46999A,
Other injury of unspecified muscle  fascia and tendon at shoulder and upper arm level  unspecified arm  subsequent encounter,S46999D,
Other injury of unspecified muscle  fascia and tendon at shoulder and upper arm level  unspecified arm  sequela,S46999S,
Crushing injury of right shoulder and upper arm  initial encounter,S471XXA,
Crushing injury of right shoulder and upper arm  subsequent encounter,S471XXD,
Crushing injury of right shoulder and upper arm  sequela,S471XXS,
Crushing injury of left shoulder and upper arm  initial encounter,S472XXA,
Crushing injury of left shoulder and upper arm  subsequent encounter,S472XXD,
Crushing injury of left shoulder and upper arm  sequela,S472XXS,
Crushing injury of shoulder and upper arm  unspecified arm  initial encounter,S479XXA,
Crushing injury of shoulder and upper arm  unspecified arm  subsequent encounter,S479XXD,
Crushing injury of shoulder and upper arm  unspecified arm  sequela,S479XXS,
Complete traumatic amputation at right shoulder joint  initial encounter,S48011A,
Complete traumatic amputation at right shoulder joint  subsequent encounter,S48011D,
Complete traumatic amputation at right shoulder joint  sequela,S48011S,
Complete traumatic amputation at left shoulder joint  initial encounter,S48012A,
Complete traumatic amputation at left shoulder joint  subsequent encounter,S48012D,
Complete traumatic amputation at left shoulder joint  sequela,S48012S,
Complete traumatic amputation at unspecified shoulder joint  initial encounter,S48019A,
Complete traumatic amputation at unspecified shoulder joint  subsequent encounter,S48019D,
Complete traumatic amputation at unspecified shoulder joint  sequela,S48019S,
Partial traumatic amputation at right shoulder joint  initial encounter,S48021A,
Partial traumatic amputation at right shoulder joint  subsequent encounter,S48021D,
Partial traumatic amputation at right shoulder joint  sequela,S48021S,
Partial traumatic amputation at left shoulder joint  initial encounter,S48022A,
Partial traumatic amputation at left shoulder joint  subsequent encounter,S48022D,
Partial traumatic amputation at left shoulder joint  sequela,S48022S,
Partial traumatic amputation at unspecified shoulder joint  initial encounter,S48029A,
Partial traumatic amputation at unspecified shoulder joint  subsequent encounter,S48029D,
Partial traumatic amputation at unspecified shoulder joint  sequela,S48029S,
Complete traumatic amputation at level between right shoulder and elbow  initial encounter,S48111A,
Complete traumatic amputation at level between right shoulder and elbow  subsequent encounter,S48111D,
Complete traumatic amputation at level between right shoulder and elbow  sequela,S48111S,
Complete traumatic amputation at level between left shoulder and elbow  initial encounter,S48112A,
Complete traumatic amputation at level between left shoulder and elbow  subsequent encounter,S48112D,
Complete traumatic amputation at level between left shoulder and elbow  sequela,S48112S,
Complete traumatic amputation at level between unspecified shoulder and elbow  initial encounter,S48119A,
Complete traumatic amputation at level between unspecified shoulder and elbow  subsequent encounter,S48119D,
Complete traumatic amputation at level between unspecified shoulder and elbow  sequela,S48119S,
Partial traumatic amputation at level between right shoulder and elbow  initial encounter,S48121A,
Partial traumatic amputation at level between right shoulder and elbow  subsequent encounter,S48121D,
Partial traumatic amputation at level between right shoulder and elbow  sequela,S48121S,
Partial traumatic amputation at level between left shoulder and elbow  initial encounter,S48122A,
Partial traumatic amputation at level between left shoulder and elbow  subsequent encounter,S48122D,
Partial traumatic amputation at level between left shoulder and elbow  sequela,S48122S,
Partial traumatic amputation at level between unspecified shoulder and elbow  initial encounter,S48129A,
Partial traumatic amputation at level between unspecified shoulder and elbow  subsequent encounter,S48129D,
Partial traumatic amputation at level between unspecified shoulder and elbow  sequela,S48129S,
Complete traumatic amputation of right shoulder and upper arm  level unspecified  initial encounter,S48911A,
Complete traumatic amputation of right shoulder and upper arm  level unspecified  subsequent encounter,S48911D,
Complete traumatic amputation of right shoulder and upper arm  level unspecified  sequela,S48911S,
Complete traumatic amputation of left shoulder and upper arm  level unspecified  initial encounter,S48912A,
Complete traumatic amputation of left shoulder and upper arm  level unspecified  subsequent encounter,S48912D,
Complete traumatic amputation of left shoulder and upper arm  level unspecified  sequela,S48912S,
Complete traumatic amputation of unspecified shoulder and upper arm  level unspecified  initial encounter,S48919A,
Complete traumatic amputation of unspecified shoulder and upper arm  level unspecified  subsequent encounter,S48919D,
Complete traumatic amputation of unspecified shoulder and upper arm  level unspecified  sequela,S48919S,
Partial traumatic amputation of right shoulder and upper arm  level unspecified  initial encounter,S48921A,
Partial traumatic amputation of right shoulder and upper arm  level unspecified  subsequent encounter,S48921D,
Partial traumatic amputation of right shoulder and upper arm  level unspecified  sequela,S48921S,
Partial traumatic amputation of left shoulder and upper arm  level unspecified  initial encounter,S48922A,
Partial traumatic amputation of left shoulder and upper arm  level unspecified  subsequent encounter,S48922D,
Partial traumatic amputation of left shoulder and upper arm  level unspecified  sequela,S48922S,
Partial traumatic amputation of unspecified shoulder and upper arm  level unspecified  initial encounter,S48929A,
Partial traumatic amputation of unspecified shoulder and upper arm  level unspecified  subsequent encounter,S48929D,
Partial traumatic amputation of unspecified shoulder and upper arm  level unspecified  sequela,S48929S,
Unspecified physeal fracture of upper end of humerus  right arm  initial encounter for closed fracture,S49001A,
Unspecified physeal fracture of upper end of humerus  right arm  subsequent encounter for fracture with routine healing,S49001D,
Unspecified physeal fracture of upper end of humerus  right arm  subsequent encounter for fracture with delayed healing,S49001G,
Unspecified physeal fracture of upper end of humerus  right arm  subsequent encounter for fracture with nonunion,S49001K,
Unspecified physeal fracture of upper end of humerus  right arm  subsequent encounter for fracture with malunion,S49001P,
Unspecified physeal fracture of upper end of humerus  right arm  sequela,S49001S,
Unspecified physeal fracture of upper end of humerus  left arm  initial encounter for closed fracture,S49002A,
Unspecified physeal fracture of upper end of humerus  left arm  subsequent encounter for fracture with routine healing,S49002D,
Unspecified physeal fracture of upper end of humerus  left arm  subsequent encounter for fracture with delayed healing,S49002G,
Unspecified physeal fracture of upper end of humerus  left arm  subsequent encounter for fracture with nonunion,S49002K,
Unspecified physeal fracture of upper end of humerus  left arm  subsequent encounter for fracture with malunion,S49002P,
Unspecified physeal fracture of upper end of humerus  left arm  sequela,S49002S,
Unspecified physeal fracture of upper end of humerus  unspecified arm  initial encounter for closed fracture,S49009A,
Unspecified physeal fracture of upper end of humerus  unspecified arm  subsequent encounter for fracture with routine healing,S49009D,
Unspecified physeal fracture of upper end of humerus  unspecified arm  subsequent encounter for fracture with delayed healing,S49009G,
Unspecified physeal fracture of upper end of humerus  unspecified arm  subsequent encounter for fracture with nonunion,S49009K,
Unspecified physeal fracture of upper end of humerus  unspecified arm  subsequent encounter for fracture with malunion,S49009P,
Unspecified physeal fracture of upper end of humerus  unspecified arm  sequela,S49009S,
Salter-Harris Type I physeal fracture of upper end of humerus  right arm  initial encounter for closed fracture,S49011A,
Salter-Harris Type I physeal fracture of upper end of humerus  right arm  subsequent encounter for fracture with routine healing,S49011D,
Salter-Harris Type I physeal fracture of upper end of humerus  right arm  subsequent encounter for fracture with delayed healing,S49011G,
Salter-Harris Type I physeal fracture of upper end of humerus  right arm  subsequent encounter for fracture with nonunion,S49011K,
Salter-Harris Type I physeal fracture of upper end of humerus  right arm  subsequent encounter for fracture with malunion,S49011P,
Salter-Harris Type I physeal fracture of upper end of humerus  right arm  sequela,S49011S,
Salter-Harris Type I physeal fracture of upper end of humerus  left arm  initial encounter for closed fracture,S49012A,
Salter-Harris Type I physeal fracture of upper end of humerus  left arm  subsequent encounter for fracture with routine healing,S49012D,
Salter-Harris Type I physeal fracture of upper end of humerus  left arm  subsequent encounter for fracture with delayed healing,S49012G,
Salter-Harris Type I physeal fracture of upper end of humerus  left arm  subsequent encounter for fracture with nonunion,S49012K,
Salter-Harris Type I physeal fracture of upper end of humerus  left arm  subsequent encounter for fracture with malunion,S49012P,
Salter-Harris Type I physeal fracture of upper end of humerus  left arm  sequela,S49012S,
Salter-Harris Type I physeal fracture of upper end of humerus  unspecified arm  initial encounter for closed fracture,S49019A,
Salter-Harris Type I physeal fracture of upper end of humerus  unspecified arm  subsequent encounter for fracture with routine healing,S49019D,
Salter-Harris Type I physeal fracture of upper end of humerus  unspecified arm  subsequent encounter for fracture with delayed healing,S49019G,
Salter-Harris Type I physeal fracture of upper end of humerus  unspecified arm  subsequent encounter for fracture with nonunion,S49019K,
Salter-Harris Type I physeal fracture of upper end of humerus  unspecified arm  subsequent encounter for fracture with malunion,S49019P,
Salter-Harris Type I physeal fracture of upper end of humerus  unspecified arm  sequela,S49019S,
Salter-Harris Type II physeal fracture of upper end of humerus  right arm  initial encounter for closed fracture,S49021A,
Salter-Harris Type II physeal fracture of upper end of humerus  right arm  subsequent encounter for fracture with routine healing,S49021D,
Salter-Harris Type II physeal fracture of upper end of humerus  right arm  subsequent encounter for fracture with delayed healing,S49021G,
Salter-Harris Type II physeal fracture of upper end of humerus  right arm  subsequent encounter for fracture with nonunion,S49021K,
Salter-Harris Type II physeal fracture of upper end of humerus  right arm  subsequent encounter for fracture with malunion,S49021P,
Salter-Harris Type II physeal fracture of upper end of humerus  right arm  sequela,S49021S,
Salter-Harris Type II physeal fracture of upper end of humerus  left arm  initial encounter for closed fracture,S49022A,
Salter-Harris Type II physeal fracture of upper end of humerus  left arm  subsequent encounter for fracture with routine healing,S49022D,
Salter-Harris Type II physeal fracture of upper end of humerus  left arm  subsequent encounter for fracture with delayed healing,S49022G,
Salter-Harris Type II physeal fracture of upper end of humerus  left arm  subsequent encounter for fracture with nonunion,S49022K,
Salter-Harris Type II physeal fracture of upper end of humerus  left arm  subsequent encounter for fracture with malunion,S49022P,
Salter-Harris Type II physeal fracture of upper end of humerus  left arm  sequela,S49022S,
Salter-Harris Type II physeal fracture of upper end of humerus  unspecified arm  initial encounter for closed fracture,S49029A,
Salter-Harris Type II physeal fracture of upper end of humerus  unspecified arm  subsequent encounter for fracture with routine healing,S49029D,
Salter-Harris Type II physeal fracture of upper end of humerus  unspecified arm  subsequent encounter for fracture with delayed healing,S49029G,
Salter-Harris Type II physeal fracture of upper end of humerus  unspecified arm  subsequent encounter for fracture with nonunion,S49029K,
Salter-Harris Type II physeal fracture of upper end of humerus  unspecified arm  subsequent encounter for fracture with malunion,S49029P,
Salter-Harris Type II physeal fracture of upper end of humerus  unspecified arm  sequela,S49029S,
Salter Harris Type III physeal fracture of upper end of humerus  right arm  initial encounter for closed fracture,S49031A,
Salter Harris Type III physeal fracture of upper end of humerus  right arm  subsequent encounter for fracture with routine healing,S49031D,
Salter Harris Type III physeal fracture of upper end of humerus  right arm  subsequent encounter for fracture with delayed healing,S49031G,
Salter Harris Type III physeal fracture of upper end of humerus  right arm  subsequent encounter for fracture with nonunion,S49031K,
Salter Harris Type III physeal fracture of upper end of humerus  right arm  subsequent encounter for fracture with malunion,S49031P,
Salter Harris Type III physeal fracture of upper end of humerus  right arm  sequela,S49031S,
Salter Harris Type III physeal fracture of upper end of humerus  left arm  initial encounter for closed fracture,S49032A,
Salter Harris Type III physeal fracture of upper end of humerus  left arm  subsequent encounter for fracture with routine healing,S49032D,
Salter Harris Type III physeal fracture of upper end of humerus  left arm  subsequent encounter for fracture with delayed healing,S49032G,
Salter Harris Type III physeal fracture of upper end of humerus  left arm  subsequent encounter for fracture with nonunion,S49032K,
Salter Harris Type III physeal fracture of upper end of humerus  left arm  subsequent encounter for fracture with malunion,S49032P,
Salter Harris Type III physeal fracture of upper end of humerus  left arm  sequela,S49032S,
Salter Harris Type III physeal fracture of upper end of humerus  unspecified arm  initial encounter for closed fracture,S49039A,
Salter Harris Type III physeal fracture of upper end of humerus  unspecified arm  subsequent encounter for fracture with routine healing,S49039D,
Salter Harris Type III physeal fracture of upper end of humerus  unspecified arm  subsequent encounter for fracture with delayed healing,S49039G,
Salter Harris Type III physeal fracture of upper end of humerus  unspecified arm  subsequent encounter for fracture with nonunion,S49039K,
Salter Harris Type III physeal fracture of upper end of humerus  unspecified arm  subsequent encounter for fracture with malunion,S49039P,
Salter Harris Type III physeal fracture of upper end of humerus  unspecified arm  sequela,S49039S,
Salter-Harris Type IV physeal fracture of upper end of humerus  right arm  initial encounter for closed fracture,S49041A,
Salter-Harris Type IV physeal fracture of upper end of humerus  right arm  subsequent encounter for fracture with routine healing,S49041D,
Salter-Harris Type IV physeal fracture of upper end of humerus  right arm  subsequent encounter for fracture with delayed healing,S49041G,
Salter-Harris Type IV physeal fracture of upper end of humerus  right arm  subsequent encounter for fracture with nonunion,S49041K,
Salter-Harris Type IV physeal fracture of upper end of humerus  right arm  subsequent encounter for fracture with malunion,S49041P,
Salter-Harris Type IV physeal fracture of upper end of humerus  right arm  sequela,S49041S,
Salter-Harris Type IV physeal fracture of upper end of humerus  left arm  initial encounter for closed fracture,S49042A,
Salter-Harris Type IV physeal fracture of upper end of humerus  left arm  subsequent encounter for fracture with routine healing,S49042D,
Salter-Harris Type IV physeal fracture of upper end of humerus  left arm  subsequent encounter for fracture with delayed healing,S49042G,
Salter-Harris Type IV physeal fracture of upper end of humerus  left arm  subsequent encounter for fracture with nonunion,S49042K,
Salter-Harris Type IV physeal fracture of upper end of humerus  left arm  subsequent encounter for fracture with malunion,S49042P,
Salter-Harris Type IV physeal fracture of upper end of humerus  left arm  sequela,S49042S,
Salter-Harris Type IV physeal fracture of upper end of humerus  unspecified arm  initial encounter for closed fracture,S49049A,
Salter-Harris Type IV physeal fracture of upper end of humerus  unspecified arm  subsequent encounter for fracture with routine healing,S49049D,
